# RTranslate pinyin lexicon
# Readings: mozillazg/pinyin-data and phrase-pinyin-data (MIT)
# Frequency: hermitdave/FrequencyWords zh_cn_full (CC-BY-SA-4.0)
a bu wei er	5	阿布维尔
a bu xin	17	阿布辛
a bu zha bi	33	阿布扎比
a cai	18	阿才
a cai	17	阿彩
a cai	13	阿财
a can	55	阿灿
a cao	5	阿操
a cha	12	阿差
a cha	11	阿查
a chai	40	阿柴
a chai si	10	阿柴斯
a chan	16	阿婵
a chang	32	阿昌
a chang	9	阿嫦
a chang zu	40	阿昌族
a chao	51	阿超
a chao	19	阿潮
a che	99	阿彻
a chen	19	阿琛
a chen	6	阿陈
a chen	5	阿辰
a cheng	123	阿成
a cheng	20	阿诚
a cheng	18	阿城
a chi	29	阿池
a chong	19	阿虫
a chong	12	阿冲
a chu	21	阿初
a chu	10	阿楚
a chu jie	5	阿初姐
a chun	34	阿春
a chun	24	阿纯
a chun	16	阿淳
a chun jie	20	阿纯姐
a ci	31	阿慈
a ci	7	阿赐
a ci luo de	10	阿茨罗德
a cong	39	阿聪
a cong feng	13	阿聪锋
a da	141	阿达
a da	9	阿大
a da di en	6	阿达迪恩
a dai	51	阿呆
a dai er	132	阿黛尔
a dai er	20	阿黛儿
a dai la	8	阿黛拉
a dai lei	13	阿黛勒
a da la	5	阿达拉
a da ma	32	阿达玛
a da mu	11	阿达姆
a dan	45	阿丹
a dan	22	阿旦
a dang	79	阿当
a dao	76	阿道
a dao	9	阿刀
a dao fu	340	阿道夫
a de	492	阿德
a de er	40	阿德尔
a de la	31	阿德拉
a de lai de	70	阿德莱德
a de lei	39	阿德勒
a de lei	20	阿德雷
a de li	23	阿德利
a de li an	143	阿德里安
a de li ya	25	阿德里亚
a de man	6	阿得曼
a deng	45	阿登
a deng na	6	阿登纳
a di	429	阿迪
a di	269	阿蒂
a di	71	阿弟
a di	25	阿娣
a di	16	阿帝
a di ba	21	阿迪巴
a di da si	12	阿迪达斯
a die	99	阿爹
a ding	40	吖啶
a ding	24	阿定
a ding	16	阿丁
a di ping	40	阿的平
a di sen	11	阿狄森
a di sen bing	7	阿迪森病
a di shi	7	阿蒂是
a di si	5	阿迪斯
a di zai	14	阿弟仔
a dong	137	阿东
a dong	32	阿董
a dong	11	阿栋
a dong	7	阿冬
a dou	40	阿斗
a dou	9	阿都
a du	50	阿杜
a du	13	阿度
a duan	9	阿短
a duo	224	阿多
a e	7	阿娥
a en	54	阿恩
a en te	16	阿恩特
a er	600	阿尔
a er	8	阿二
a er	5	阿耳
a er ba	29	阿尔巴
a er ba ni	7	阿尔巴尼
a er ba ni ya	128	阿尔巴尼亚
a er ba ni ya ren	46	阿尔巴尼亚人
a er ba ni ya yu	17	阿尔巴尼亚语
a er bei	97	阿尔贝
a er bei si	46	阿尔卑斯
a er bei si shan	117	阿尔卑斯山
a er bei si shan mai	40	阿尔卑斯山脉
a er bei te	9	阿尔贝特
a er bei tuo	77	阿尔贝托
a er bi	29	阿尔比
a er bo	54	阿尔伯
a er bo	5	阿尔波
a er bo ke	42	阿尔伯克
a er bo te	638	阿尔伯特
a er bu	66	阿尔布
a er ci	11	阿尔茨
a er ci hai mo	26	阿尔茨海默
a er dai nuo	6	阿尔代诺
a er dao	8	阿尔道
a er de	27	阿尔德
a er di na	10	阿尔狄娜
a er fa	393	阿尔法
a er fa	8	阿尔发
a er fang si	5	阿尔方斯
a er fang suo	35	阿尔方索
a er fa she xian	40	阿尔法射线
a er fei	6	阿尔费
a er fen si	5	阿尔芬斯
a er fu	26	阿尔弗
a er fu	19	阿尔佛
a er fu	11	阿尔夫
a er fu lai	5	阿尔弗莱
a er fu lei	342	阿尔弗雷
a er fu si	7	阿尔福斯
a er gao	5	阿尔高
a er ge	29	阿尔戈
a er ge	11	阿尔格
a er ge si	16	阿尔戈斯
a er gu de	5	阿尔古德
a er ha	12	阿尔哈
a er hai	6	阿尔海
a er hai meng	10	阿尔海蒙
a er han	5	阿尔汗
a er han ge er	7	阿尔汉格尔
a er ji	5	阿尔及
a er jie	6	阿尔杰
a er ji er	54	阿尔及尔
a er ji li ya	169	阿尔及利亚
a er ji li ya ren	17	阿尔及利亚人
a er jin	7	阿尔金
a er ka	24	阿尔卡
a er ka la	8	阿尔卡拉
a er ka te	36	阿尔卡特
a er ke	6	阿尔克
a er kui sa	5	阿尔奎萨
a er la wei	42	阿尔拉维
a er lei	14	阿尔勒
a er ma	53	阿尔玛
a er man	30	阿尔曼
a er mei	79	阿尔梅
a er min	101	阿尔敏
a er mo	8	阿尔莫
a er nuo	15	阿尔诺
a er pa	21	阿尔帕
a er pi	5	阿尔皮
a er pu	8	阿尔普
a er qian	5	阿尔茜
a er qie	9	阿尔切
a er sa si	34	阿尔萨斯
a er sen	8	阿尔森
a er si	5	阿尔斯
a er si te	12	阿尔斯特
a er ta	29	阿尔塔
a er tai	11	阿尔泰
a er te	73	阿尔特
a er te mi	28	阿尔忒弥
a er te mi si	30	阿耳忒弥斯
a er tu	18	阿尔图
a er tuo	12	阿尔托
a er wa	10	阿尔瓦
a er wa la duo	5	阿尔瓦拉多
a er wa lei	32	阿尔瓦雷
a er wa luo	38	阿尔瓦罗
a er wei si	6	阿尔维斯
a er wen	109	阿尔文
a er wen hao	9	阿尔文号
a er xi	11	阿尔西
a fa	55	阿发
a fa	41	阿法
a fa er	33	阿法尔
a fan	118	阿凡
a fan	14	阿范
a fan	12	阿繁
a fan	5	阿番
a fang	41	阿芳
a fang	30	阿方
a fang si	9	阿方斯
a fang suo	271	阿方索
a fan te	11	阿凡特
a fei	103	阿飞
a fei	72	阿菲
a fei	46	阿肥
a fei li jia	21	阿非利加
a fen	40	阿芬
a feng	106	阿峰
a feng	59	阿凤
a feng	23	阿风
a feng	21	阿锋
a feng	19	阿丰
a feng	11	阿枫
a fu	176	阿福
a fu	55	阿富
a fu	32	阿芙
a fu	19	阿夫
a fu	8	阿佛
a fu	5	阿弗
a fu er	10	阿弗尔
a fu ge	8	阿福哥
a fu han	1054	阿富汗
a fu han	7	阿富汉
a fu han ren	67	阿富汗人
a fu huo fu	26	阿弗霍夫
a fu la	18	阿夫拉
a fu lai ke	17	阿弗莱克
a fu luo	24	阿佛洛
a ga men	13	阿伽门
a gan	65	阿甘
a gang	77	阿港
a gang	15	阿刚
a gang	9	阿冈
a gan zheng zhuan	8	阿甘正传
a gao	55	阿高
a ge	119	阿格
a ge	90	阿哥
a ge	13	阿戈
a ge ge	10	阿哥哥
a ge la	81	阿格拉
a ge li	38	阿格里
a ge li	5	阿格利
a gen	36	阿根
a ge ni	49	阿格尼
a gen ting	400	阿根廷
a ge si	23	阿格斯
a gong	424	阿公
a gong	8	阿贡
a gou	46	阿狗
a gou a mao	40	阿狗阿猫
a gu	46	阿古
a gu	7	阿姑
a gu	7	阿谷
a gua	32	阿瓜
a guan	8	阿关
a guang	37	阿光
a guang	14	阿广
a gu a weng	40	阿姑阿翁
a gui	83	阿鬼
a gui	46	阿贵
a gui	10	阿圭
a gui	9	阿桂
a guo	14	阿果
a guo	11	阿国
a guo	5	阿过
a ha	1412	啊哈
a ha	43	阿哈
a hai	103	阿海
a han	29	阿汉
a han	13	阿含
a han	8	阿罕
a han	6	阿憨
a han ni	5	阿汗尼
a hao	129	阿豪
a hao	69	阿好
a hao	7	阿浩
a he	34	阿赫
a he	5	阿河
a hei	40	阿黑
a he mai de	6	阿赫麦德
a heng	138	阿衡
a heng	90	阿亨
a heng	59	阿蘅
a hong	40	阿訇
a hong	34	阿红
a hong	19	阿洪
a hong	10	阿宏
a hou	22	阿后
a hu	46	阿虎
a hua	106	阿花
a hua	104	阿华
a hua jie	17	阿花姐
a huan	6	阿欢
a huan	5	阿幻
a huang	41	阿黄
a hua tian	18	阿华田
a hui	142	阿辉
a hui	23	阿慧
a hui	19	阿挥
a hui	12	阿惠
a huo	35	阿火
a huo	5	阿霍
a huo de	16	阿霍德
ai	52273	爱
ai	7542	哎
ai	4101	艾
ai	3145	唉
ai	1515	埃
ai	843	挨
ai	800	呃
ai	796	矮
ai	703	蔼
ai	643	欸
ai	623	皑
ai	482	呆
ai	361	碍
ai	347	癌
ai	114	嗳
ai	86	哀
ai	80	乂
ai	80	乃
ai	80	佁
ai	80	噫
ai	80	堨
ai	80	奇
ai	80	烠
ai	10	嗌
ai	10	砹
ai	9	暧
ai	9	隘
ai	7	嫒
ai	2	瑷
ai	1	叆
ai	1	毐
ai	1	锿
ai	1	霭
ai a hua zhou	6	爱阿华州
ai ai	66	爱爱
ai ai	28	艾艾
ai ai	8	皑皑
ai ai	5	哀哀
ai ai ai	7	爱爱爱
ai ai ban	5	爱爱班
ai ai de	7	矮矮的
ai ai fu mu	40	哀哀父母
ai ai jiao	7	唉唉叫
ai ai pang pang	7	矮矮胖胖
ai ao	13	艾奥
ai ao	8	哎坳
ai ao wa	8	艾奥瓦
ai ba	6	艾巴
ai ba	6	艾拔
ai bai	21	艾柏
ai bai te	11	艾柏特
ai ban na	6	艾班纳
ai ban zi	5	挨板子
ai bao	6	爱宝
ai ba wa deng	5	艾芭瓦登
ai bei	10	艾贝
ai bei er	27	艾贝尔
ai bei lan sa	16	艾贝兰萨
ai ben	5	艾本
ai bi	1002	艾比
ai bi	63	爱比
ai bi	46	艾碧
ai bi	16	爱碧
ai bi	9	皑毕
ai bian	6	癌变
ai bie li ku	40	爱别离苦
ai bing	16	癌病
ai bin sha	11	艾宾沙
ai bi xian	6	爱碧咸
ai bo	113	艾波
ai bo	105	艾伯
ai bo	17	爱波
ai bo	12	埃伯
ai bo er qing bu zhuan	40	爱博而情不专
ai bo he te	23	艾勃赫特
ai bo huo fu	63	埃伯霍夫
ai bo lan	10	艾博兰
ai bo man	5	艾伯曼
ai bo rui	7	艾伯瑞
ai bo sen	31	艾博森
ai bo sen	11	艾伯森
ai bo ta	12	艾伯塔
ai bo te	584	艾伯特
ai bo te	15	艾博特
ai bo wei zi	6	艾伯卫兹
ai bo xun	25	艾伯逊
ai bu	64	埃布
ai bu	9	艾布
ai bu ai	104	爱不爱
ai bu er	43	埃布尔
ai bu la mu si	29	艾布拉姆斯
ai bu lei	20	爱布蕾
ai bu na	5	艾布纳
ai bu ren shi	40	爱不忍释
ai bu shi shou	75	爱不释手
ai cai	13	爱才
ai cai	8	爱财
ai cai ruo ke	40	爱才若渴
ai cao	12	艾草
ai chang	8	爱唱
ai chao	62	爱巢
ai che	40	爱车
ai cheng	40	爱称
ai chi yu	56	爱吃鱼
ai chou	28	哀愁
ai chou	5	爱抽
ai chu	15	爱畜
ai chu feng tou	29	爱出风头
ai chui	5	皑吹
ai ci	7	皑此
ai cui	6	艾翠
ai cuo	10	爱错
ai da	307	挨打
ai da	286	艾达
ai da	9	捱打
ai da	8	埃达
ai da	8	爱达
ai da	5	爱大
ai da bu li	40	爱答不理
ai da he	49	爱达荷
ai da he zhou	53	爱达荷州
ai dai	289	爱戴
ai dai lun	5	艾岱伦
ai dai lun xing	8	艾岱伦星
ai da lin	40	艾达琳
ai dan	74	艾丹
ai dao	587	哀悼
ai dao	65	爱到
ai dao	8	挨刀
ai dao	6	碍到
ai dao ri	9	哀悼日
ai dao zhe	9	哀悼者
ai dao zhi yi	10	哀悼之意
ai de	930	艾德
ai de	452	埃德
ai de	193	爱德
ai de	123	爱得
ai de	27	艾得
ai de	11	挨得
ai de er	25	埃德尔
ai de ge	26	艾德格
ai de hua	1268	爱德华
ai de hua duo	68	爱德华多
ai de hua zi	120	爱德华兹
ai de jia	339	埃德加
ai de jia	13	艾德嘉
ai de ke	5	艾德柯
ai de li an	29	艾德丽安
ai de lin	15	艾德琳
ai de meng	259	埃德蒙
ai de meng	83	艾德蒙
ai de meng	81	爱德蒙
ai de meng dun	22	埃德蒙顿
ai de mo	19	艾德默
ai de mu	7	艾德慕
ai de na	23	艾德娜
ai deng	152	艾登
ai deng shi	15	爱登士
ai de shi	5	艾德史
ai de wan	5	艾德万
ai de wen	57	埃德温
ai di	1615	艾迪
ai di	1001	埃迪
ai di	105	爱迪
ai di	22	爱蒂
ai di	19	爱狄
ai di	13	艾蒂
ai di	10	艾堤
ai di an	39	艾蒂安
ai di de	15	艾迪德
ai di er nei	8	埃迪尔内
ai di fa	13	艾蒂法
ai di he ge wen	9	埃迪和格温
ai di mei dun shu	40	哀的美敦书
ai di men	5	埃迪们
ai ding bao	118	爱丁堡
ai ding dun	52	爱丁顿
ai ding dun	8	埃丁顿
ai di sen	46	艾迪森
ai di sen	12	埃迪森
ai di sheng	123	爱迪生
ai di si	7	爱蒂思
ai dong	23	挨冻
ai dong gua	34	矮冬瓜
ai dong shou e	40	挨冻受饿
ai dou	5	挨斗
ai dou da	5	爱斗大
ai du	7	爱读
ai dun	15	艾顿
ai dun	11	挨顿
ai dun	6	埃顿
ai duo	19	艾多
ai duo	18	爱多
ai duo geng	36	埃多耿
ai e	417	挨饿
ai e	6	埃厄
ai en	21	艾恩
ai en ge lang	9	艾恩葛朗
ai en ge lang te	15	艾恩葛朗特
ai er	888	艾尔
ai er	228	埃尔
ai er	43	艾儿
ai er	25	爱尔
ai er	15	爱儿
ai er bo	26	艾尔伯
ai er bo	16	埃尔伯
ai er bo	6	埃尔波
ai er bo te	47	艾尔伯特
ai er bu shang	40	哀而不伤
ai er de	50	埃尔德
ai er di	10	艾尔蒂
ai er dun	75	埃尔顿
ai er dun	48	艾尔顿
ai er fa	7	艾尔发
ai er fa	6	艾尔法
ai er fang suo	6	艾尔方索
ai er fei	23	艾尔非
ai er fen	8	艾尔芬
ai er fu	5	埃尔夫
ai er fu lei de	19	艾尔弗雷德
ai er fu lie	18	艾尔佛列
ai er ha	8	埃尔哈
ai er hua de	7	艾尔华德
ai er jin	24	埃尔金
ai er ka	6	艾尔卡
ai er ka bang	12	艾尔卡邦
ai er lai	6	艾尔来
ai er lan	1251	爱尔兰
ai er lan gong he guo	20	爱尔兰共和国
ai er lan gong he jun	145	爱尔兰共和军
ai er lan ren	492	爱尔兰人
ai er lan yu	14	爱尔兰语
ai er lei	5	艾尔雷
ai er lu	37	艾尔露
ai er luo yi	5	埃尔罗伊
ai er ma	34	艾尔玛
ai er ma	13	爱尔玛
ai er ma	8	埃尔马
ai er ma	5	埃尔玛
ai er mi	5	埃尔米
ai er mo	42	埃尔默
ai er mo	36	艾尔默
ai er nan de si	9	埃尔南德斯
ai er pa suo	35	埃尔帕索
ai er pa suo	29	艾尔帕索
ai er pa suo	5	爱尔帕索
ai er sa ka	14	艾尔萨卡
ai er sha	188	艾尔莎
ai er sha	80	爱尔莎
ai er sha	12	埃尔莎
ai er sha de	8	艾尔沙德
ai er sheng	13	爱而生
ai er shuo	7	艾尔说
ai er si	66	埃尔斯
ai er si	48	艾尔斯
ai er si	6	艾尔丝
ai er si wo	42	埃尔斯沃
ai er si yan	7	艾尔斯岩
ai er wei	43	埃尔维
ai er wei	7	艾尔维
ai er wei si	72	埃尔维斯
ai er wei si	23	艾尔维斯
ai er wen	188	艾尔文
ai er wen	18	埃尔文
ai er wen	15	爱尔文
ai er wen	6	埃尔温
ai er wu	11	埃尔伍
ai er xi	15	埃尔希
ai er xi	12	埃尔西
ai er ze ka	7	艾尔泽卡
ai er zhan	10	爱而战
ai e shou dong	7	挨饿受冻
ai fa	13	挨罚
ai fa lao sao	18	爱发牢骚
ai fan	17	艾凡
ai fang	36	爱芳
ai fan he	6	艾凡赫
ai fan si	13	艾凡斯
ai fei	149	艾菲
ai fei	11	爱菲
ai fei	5	埃菲
ai fei	5	爱妃
ai fei er	8	艾菲尔
ai fei er	7	埃菲尔
ai fei er tie ta	84	艾菲尔铁塔
ai fei er tie ta	75	埃菲尔铁塔
ai fei jia	6	艾菲嘉
ai fen	11	艾芬
ai feng ji feng	40	挨风缉缝
ai feng qi feng	40	捱风缉缝
ai fu	328	爱抚
ai fu	60	艾佛
ai fu	25	艾弗
ai fu	17	艾夫
ai fu	15	皑腹
ai fu	13	爱夫
ai fu	9	埃夫
ai fu	6	埃佛
ai fu ding	45	艾佛丁
ai fu dun	33	埃弗顿
ai fu la	21	埃弗拉
ai fu lan	5	埃弗兰
ai fu lei	7	埃夫勒
ai fu li	65	艾弗里
ai fu li	28	艾弗莉
ai fu li	5	埃夫里
ai fu li	5	埃弗里
ai fu lin	14	爱佛林
ai fu lin	5	艾佛琳
ai fu lun	5	爱芙伦
ai fu na	17	艾夫纳
ai fu rui	42	艾佛瑞
ai fu rui	6	艾福瑞
ai fu rui	6	艾芙瑞
ai fu sen	146	艾弗森
ai fu sen	5	艾佛森
ai fu si	33	艾芙斯
ai fu si	11	艾夫斯
ai gan	8	爱干
ai gang	5	碍杠
ai gan tian di	40	哀感天地
ai gan zhong nian	40	哀感中年
ai gao	5	艾高
ai gao bin fu	40	哀告宾服
ai ge	70	挨个
ai ge	65	艾格
ai ge	40	矮个
ai ge	13	爱格
ai ge	12	哀歌
ai ge	7	艾哥
ai ge	6	爱个
ai ge	6	皑隔
ai ge	5	爱歌
ai ge er	11	矮个儿
ai ge er	9	艾格尔
ai ge lan tan	27	埃格兰坦
ai ge li	6	艾葛莉
ai ge man	19	艾格曼
ai ge ni si	221	艾格尼丝
ai ge zi	40	矮个子
ai gong	11	埃贡
ai gou	18	爱狗
ai gu	6	艾古
ai guan	9	爱管
ai guan xian shi	115	爱管闲事
ai guo	752	爱过
ai guo	302	爱国
ai guo	45	挨过
ai guo	5	艾裹
ai guo jing shen	10	爱国精神
ai guo ren shi	12	爱国人士
ai guo re qing	8	爱国热情
ai guo ru jia	40	爱国如家
ai guo xin	45	爱国心
ai guo zhe	296	爱国者
ai guo zhi shi	6	爱国志士
ai guo zhu yi	54	爱国主义
ai guo zhu yi zhe	11	爱国主义者
ai hai	5	爱海
ai ha mai de	150	艾哈迈德
ai ha mai de	9	艾哈麦德
ai ha mai di	12	艾哈迈迪
ai han	14	皑焊
ai hao	725	爱好
ai hao	97	哀嚎
ai hao	67	哀号
ai hao	6	艾蒿
ai hao he ping	43	爱好和平
ai hao ti yu	5	爱好体育
ai hao zhe	503	爱好者
ai he	633	爱河
ai he	100	爱喝
ai he	13	艾赫
ai he hua	75	爱荷华
ai he hua zhou	134	爱荷华州
ai hei	8	哎嘿
ai hen	34	爱恨
ai hen jiao jia	5	爱恨交加
ai hen jiao zhi	8	爱恨交织
ai he xing	5	爱和性
ai hong bian di	40	哀鸿遍地
ai hu	202	爱护
ai hu	5	挨户
ai hua	256	爱花
ai hua	19	爱华
ai hua	7	艾华
ai hua	5	爱画
ai hua jie	5	爱花姐
ai hua li si	8	艾华利斯
ai hu dong wu	7	爱护动物
ai hui	80	爱会
ai hui gu li	40	哀毁骨立
ai hu ni	23	爱护你
ai huo	40	爱火
ai huo	7	碍活
ai ji	1462	埃及
ai ji	27	艾吉
ai ji	14	艾基
ai ji	9	艾姬
ai ji	8	爱即
ai jia	40	哀家
ai jia	39	艾加
ai jia	29	爱家
ai jia	20	挨家
ai jia	6	艾佳
ai jia	5	爱加
ai jia ai hu	107	挨家挨户
ai jian	7	爱尖
ai jian bing zu	40	挨肩并足
ai jian ca bang	40	挨肩擦膀
ai jian ca bei	40	挨肩擦背
ai jian ca lian	40	挨肩擦脸
ai jian da bei	40	挨肩搭背
ai jian die bei	40	挨肩叠背
ai jian die bei	40	挨肩迭背
ai jiang	79	爱将
ai jiao	10	哀叫
ai jiao	7	矮脚
ai jie	8	艾杰
ai jie dun	6	埃杰顿
ai ji guan	5	埃及馆
ai ji ke	6	艾吉克
ai jin	40	哀矜
ai jin	40	挨近
ai jin	30	艾金
ai jing	25	爱经
ai jiu	17	埃酒
ai jiu lang	6	爱九郎
ai ji zheng fu	6	埃及政府
ai ju	34	艾菊
ai ka	69	艾卡
ai ka	32	埃卡
ai ka di	24	艾卡迪
ai kai	6	爱开
ai kan	235	爱看
ai kao fu	5	艾考夫
ai ke	233	艾克
ai ke	230	埃克
ai ke	60	艾可
ai ke	17	埃科
ai ke	12	艾柯
ai ke bing du	5	埃可病毒
ai ke dun	10	艾克顿
ai ke er	5	艾克尔
ai ke ha de	8	埃克哈德
ai ke li	34	爱克力
ai ke lu na	7	艾克露娜
ai ke man	81	艾克曼
ai ke meng	6	艾克蒙
ai ken	21	艾肯
ai ke sai te	40	埃克塞特
ai ke sen	38	埃克森
ai ke sen	6	艾克森
ai ke si	76	艾克斯
ai ke si	58	埃克斯
ai ke si	5	爱克斯
ai ke suo	18	艾克索
ai ke te	8	埃克特
ai kong	6	艾孔
ai kou	32	隘口
ai kou	8	艾寇
ai kou shi xiu	40	碍口识羞
ai ku	83	爱哭
ai ku	8	捱苦
ai ku	6	哀哭
ai ku gui	59	爱哭鬼
ai kui	29	艾奎
ai kun	6	爱困
ai la	533	艾拉
ai la	112	埃拉
ai la	28	爱拉
ai lai	46	爱来
ai lai bai	8	艾莱柏
ai lai na	26	埃莱娜
ai lai nai	12	爱莱奈
ai lan	33	埃兰
ai lan	12	爱兰
ai lan	7	艾兰
ai lan	5	皑栏
ai lang	14	艾朗
ai lang	5	埃郎
ai lang	5	爱郎
ai lang suo	17	艾朗索
ai lang zuo	13	艾朗佐
ai le	40	哀乐
ai lei	64	艾勒
ai lei	11	埃蕾
ai lei	9	艾雷
ai lei ge	32	艾蕾歌
ai lei ka	6	爱蕾卡
ai lei la	13	埃雷拉
ai lei si	5	艾雷斯
ai li	923	艾莉
ai li	434	艾丽
ai li	187	艾利
ai li	178	爱莉
ai li	170	埃里
ai li	167	爱丽
ai li	138	埃利
ai li	138	艾力
ai li	103	艾里
ai li	69	埃莉
ai li	38	爱里
ai li	20	艾历
ai li	8	爱利
ai li	5	艾黎
ai lian	378	艾连
ai lian	101	爱恋
ai lian	62	艾莲
ai lian	34	爱莲
ai li an	9	爱丽安
ai lian	7	爱怜
ai li an	6	艾莉安
ai lian jie	5	爱莲姐
ai li ao	8	埃莉奥
ai li ao te	229	埃利奥特
ai li bu li	6	爱理不理
ai li cun yang	40	爱礼存羊
ai li da	21	艾力达
ai li de sha	5	爱丽德莎
ai li er	82	艾莉儿
ai li er	18	爱丽尔
ai li er	13	艾利儿
ai li er	11	艾莉尔
ai li e te	12	艾丽厄特
ai lie zhi	12	爱列治
ai li fen	9	艾利分
ai li gang	52	艾力冈
ai li jia	11	爱丽嘉
ai li jia	11	艾莉嘉
ai li jia	10	爱莉嘉
ai li ka	123	艾丽卡
ai li ka	43	艾莉卡
ai li ka	24	爱丽卡
ai li ka	21	爱莉卡
ai li ke	1058	埃里克
ai li ke	164	艾利克
ai li ke	98	艾里克
ai li ke sen	17	埃里克森
ai li ke si	307	艾丽克丝
ai li ke si	19	爱莉克丝
ai li ke si	16	爱丽克丝
ai li luo	36	爱莉萝
ai lin	771	艾琳
ai lin	163	艾林
ai lin	39	爱琳
ai lin	5	爱林
ai li na	13	艾利娜
ai li na	12	艾莉娜
ai li na	11	艾丽娜
ai ling	13	爱玲
ai ling	5	爱令
ai ling dun	8	艾灵顿
ai lin ge	9	艾琳葛
ai lin gu	19	艾林谷
ai lin na	13	爱琳娜
ai li nuo	213	埃莉诺
ai li nuo	23	埃丽诺
ai li qian ya	24	艾丽茜娅
ai li sa	13	埃莉萨
ai li sen	463	艾莉森
ai li sen	65	埃里森
ai li sen	44	艾丽森
ai li sen	40	爱莉森
ai li sen	29	艾利森
ai li sen	13	埃莉森
ai li sen	8	爱丽森
ai li sen	5	艾里森
ai li sen ai	7	艾莉森爱
ai li sha	118	艾莉莎
ai li sha	5	埃莉莎
ai li sha	5	艾莉沙
ai li she	6	爱丽舍
ai li she gong	40	爱丽舍宫
ai li si	1902	爱丽丝
ai li si	456	艾莉丝
ai li si	187	埃利斯
ai li si	186	艾丽丝
ai li si	139	艾利斯
ai li si	128	爱丽斯
ai li si	119	艾丽斯
ai li si	63	爱莉丝
ai li si	16	艾利丝
ai li si	15	爱丽思
ai li si	13	艾黎丝
ai li si	8	埃莉丝
ai li si	5	艾力斯
ai li te	9	艾丽特
ai li xi	69	埃利希
ai li xi	24	埃里希
ai li xiu	29	艾利秀
ai li xi ya	441	艾丽西娅
ai li xun	9	爱莉逊
ai li ya	92	艾莉亚
ai li ya	52	埃利亚
ai li ya	7	爱莉亚
ai li zheng shi	40	哀梨蒸食
ai long	19	艾隆
ai long	6	埃隆
ai long si	6	艾隆斯
ai lu	38	艾露
ai lu	16	艾碌
ai lu	5	艾路
ai lu	5	艾鹿
ai luan	12	爱乱
ai lu duo	7	艾鲁多
ai lun	2807	艾伦
ai lun	390	埃伦
ai lun	234	爱伦
ai lun na	23	艾伦娜
ai luo	54	埃罗
ai luo	36	艾罗
ai luo	24	艾洛
ai luo	11	爱罗
ai luo	10	埃洛
ai luo pan	5	艾罗潘
ai luo qi si	5	爱洛绮斯
ai luo si	43	艾萝丝
ai lu te	50	艾鹿特
ai lu te	33	爱鹿特
ai lv	77	爱侣
ai lve	16	艾略
ai lve te	545	艾略特
ai ma	912	艾玛
ai ma	148	埃玛
ai ma	109	爱玛
ai ma	73	挨骂
ai ma	32	爱马
ai ma	9	矮马
ai ma er	7	艾玛尔
ai mai	6	爱买
ai ma la	7	艾马拉
ai man	12	艾曼
ai man	7	爱满
ai man	5	爱曼
ai man da	26	艾曼达
ai man da han	5	艾曼达汉
ai man ni	6	艾曼尼
ai man niu	37	艾曼妞
ai man niu	37	艾曼纽
ai man ting	5	艾曼婷
ai mao	6	爱猫
ai ma sa	6	埃玛萨
ai ma shi	11	爱马仕
